season,eliminator,id,inning,batting_team,bowling_team,runs,extras,deliveries,wickets,dots,singles,doubles,threes,fours,sixers,extra_deliveries,bowled,catches,run_outs
2011,N,501260,2,Royal Challengers Bangalore,Kings XI Punjab,112,9,102,10,51,26,7,0,12,4,4,3,6,0
2011,N,501261,1,Chennai Super Kings,Kochi Tuskers Kerala,148,4,120,5,38,56,8,0,10,6,2,1,4,0
2011,N,501261,2,Kochi Tuskers Kerala,Chennai Super Kings,132,9,120,5,40,56,9,0,10,3,7,1,2,1
2011,N,501262,1,Pune Warriors,Kolkata Knight Riders,106,12,120,7,54,46,6,0,10,1,4,2,4,0
2011,N,501262,2,Kolkata Knight Riders,Pune Warriors,114,5,100,3,44,34,5,0,12,2,3,1,2,0
2011,N,501263,1,Mumbai Indians,Rajasthan Royals,128,5,120,5,44,50,10,0,13,1,2,1,3,0
2011,N,501263,2,Rajasthan Royals,Mumbai Indians,132,2,79,0,26,28,4,0,15,6,2,0,0,0
2011,N,501264,1,Deccan Chargers,Kings XI Punjab,182,16,120,2,26,56,10,2,19,4,3,0,2,0
2011,N,501264,2,Kings XI Punjab,Deccan Chargers,112,4,114,10,62,28,6,0,12,4,2,1,7,1
2011,N,501265,1,Delhi Capitals,NA,51,5,61,3,29,21,3,0,3,2,2,2,1,0
2011,N,501266,1,Chennai Super Kings,Royal Challengers Bangalore,118,10,120,8,61,40,4,0,7,7,6,2,6,0
2011,N,501266,2,Royal Challengers Bangalore,Chennai Super Kings,119,10,108,2,48,41,1,0,10,6,8,0,1,0
2011,N,501267,1,Kolkata Knight Riders,Mumbai Indians,169,6,120,7,35,57,3,0,16,7,2,2,2,3
2011,N,501267,2,Mumbai Indians,Kolkata Knight Riders,162,16,120,5,37,46,9,0,20,3,6,1,4,0
2011,N,501268,1,Royal Challengers Bangalore,Chennai Super Kings,161,14,120,4,40,43,12,0,13,7,5,2,2,0
2011,N,501268,2,Chennai Super Kings,Royal Challengers Bangalore,169,8,118,4,45,42,5,0,14,10,6,2,2,0
2011,N,501269,1,Kolkata Knight Riders,Mumbai Indians,141,6,120,7,45,47,8,0,15,3,4,3,3,1
2011,N,501269,2,Mumbai Indians,Kolkata Knight Riders,144,4,116,6,47,37,7,1,18,3,1,1,4,1
2011,N,501270,1,Royal Challengers Bangalore,Mumbai Indians,171,14,120,4,36,57,7,0,13,7,9,1,3,0
2011,N,501270,2,Mumbai Indians,Royal Challengers Bangalore,138,4,120,8,47,47,6,1,13,4,2,2,5,0
2011,N,501271,1,Chennai Super Kings,Royal Challengers Bangalore,196,9,120,5,30,46,19,2,7,13,2,1,4,0
2011,N,501271,2,Royal Challengers Bangalore,Chennai Super Kings,141,6,120,8,42,48,11,1,11,4,2,3,3,0
2012,N,548306,1,Chennai Super Kings,Mumbai Indians,100,12,119,10,46,60,2,2,6,1,7,1,6,3
2012,N,548306,2,Mumbai Indians,Chennai Super Kings,109,6,101,3,43,41,1,0,9,5,3,0,2,0
2012,N,548307,1,Kolkata Knight Riders,Delhi Capitals,90,7,72,9,27,28,4,0,6,5,2,4,2,2
2012,N,548307,2,Delhi Capitals,Kolkata Knight Riders,95,5,67,2,17,29,5,0,8,4,1,1,1,0
2012,N,548308,1,Pune Warriors,Mumbai Indians,121,8,120,9,45,51,10,0,11,1,3,4,1,2
2012,N,548308,2,Mumbai Indians,Pune Warriors,96,5,120,9,61,44,4,0,8,2,4,3,4,0
2012,N,548309,1,Rajasthan Royals,Kings XI Punjab,172,19,120,4,35,46,8,0,23,3,7,3,1,0
2012,N,548309,2,Kings XI Punjab,Rajasthan Royals,154,6,120,9,36,52,11,0,13,4,2,2,6,1
2012,N,548310,1,Royal Challengers Bangalore,Delhi Capitals,151,6,120,8,42,45,10,0,14,5,2,2,5,1
2012,N,548310,2,Delhi Capitals,Royal Challengers Bangalore,133,4,120,7,45,47,11,0,13,2,2,1,5,1
2012,N,548311,1,Chennai Super Kings,Deccan Chargers,182,11,120,6,38,44,13,0,10,12,7,1,3,0
2012,N,548311,2,Deccan Chargers,Chennai Super Kings,115,4,103,10,43,41,3,0,11,4,3,3,6,0
2012,N,548312,1,Rajasthan Royals,Kolkata Knight Riders,161,3,120,5,42,47,11,1,13,6,3,2,1,2
2012,N,548312,2,Kolkata Knight Riders,Rajasthan Royals,135,7,120,10,47,47,9,0,10,5,5,5,4,0
2012,N,548313,1,Pune Warriors,Kings XI Punjab,154,12,120,6,42,46,8,1,9,8,4,3,1,1
2012,N,548313,2,Kings XI Punjab,Pune Warriors,133,11,120,8,45,50,7,0,11,4,4,1,5,2
2012,N,548314,1,Deccan Chargers,Mumbai Indians,133,5,120,9,48,53,4,0,6,8,3,3,6,0
2012,N,548314,2,Mumbai Indians,Deccan Chargers,138,4,120,5,46,50,4,0,8,8,0,2,2,0
2012,N,548315,1,Kolkata Knight Riders,Royal Challengers Bangalore,159,6,120,8,43,45,9,0,15,6,2,0,7,0
2012,N,548315,2,Royal Challengers Bangalore,Kolkata Knight Riders,113,10,120,9,49,53,5,0,8,3,7,3,6,0
2012,N,548316,1,Chennai Super Kings,Delhi Capitals,104,6,120,8,58,42,8,0,7,3,4,1,3,4
2012,N,548316,2,Delhi Capitals,Chennai Super Kings,110,1,80,2,25,34,4,2,11,3,0,0,1,1
2012,N,548317,1,Mumbai Indians,Rajasthan Royals,191,6,120,6,33,47,8,0,14,12,0,2,4,0
2012,N,548317,2,Rajasthan Royals,Mumbai Indians,166,4,118,10,48,37,9,1,12,10,3,3,7,0
2012,N,548318,1,Royal Challengers Bangalore,Chennai Super Kings,189,16,120,8,38,49,6,0,14,12,10,1,6,1
2012,N,548318,2,Chennai Super Kings,Royal Challengers Bangalore,203,5,120,5,33,46,15,0,14,11,4,0,4,0
2012,N,548319,1,Pune Warriors,Kings XI Punjab,103,12,114,10,54,37,7,0,10,2,5,4,4,2
2012,N,548319,2,Kings XI Punjab,Pune Warriors,116,0,106,3,48,35,7,0,14,1,0,1,2,0
2012,N,548320,1,Rajasthan Royals,Kolkata Knight Riders,121,10,120,5,52,47,5,0,13,2,5,0,3,1
2012,N,548320,2,Kolkata Knight Riders,Rajasthan Royals,125,12,116,5,46,47,5,2,11,3,5,1,2,1
2012,N,548321,1,Deccan Chargers,Delhi Capitals,151,6,120,8,39,55,7,1,15,3,6,1,6,1
2012,N,548321,2,Delhi Capitals,Deccan Chargers,158,4,115,5,45,43,5,1,12,9,4,0,4,1
2012,N,548322,1,Chennai Super Kings,Pune Warriors,149,6,120,5,36,61,5,0,13,4,4,0,4,0
2012,N,548322,2,Pune Warriors,Chennai Super Kings,151,5,116,3,34,55,9,0,12,5,3,1,0,2
2012,N,548323,1,Kings XI Punjab,Kolkata Knight Riders,127,7,120,9,45,47,11,0,7,5,1,2,6,1
2012,N,548323,2,Kolkata Knight Riders,Kings XI Punjab,123,9,120,7,40,57,7,0,10,2,2,4,1,0
2012,N,548324,1,Rajasthan Royals,Royal Challengers Bangalore,189,6,120,2,39,47,3,0,19,10,1,0,1,0
2012,N,548324,2,Royal Challengers Bangalore,Rajasthan Royals,133,3,119,10,50,44,8,1,10,5,1,6,4,0
2012,N,548325,1,Mumbai Indians,Delhi Capitals,83,9,116,10,65,35,1,0,10,1,4,4,5,1
2012,N,548325,2,Delhi Capitals,Mumbai Indians,82,11,89,3,40,31,7,1,7,1,6,0,3,0
2012,N,548326,1,Deccan Chargers,Rajasthan Royals,183,13,120,2,35,48,9,1,18,7,5,0,2,0
2012,N,548326,2,Rajasthan Royals,Deccan Chargers,191,6,118,5,29,56,4,1,22,6,6,1,4,0
2012,N,548327,1,Pune Warriors,Royal Challengers Bangalore,175,7,120,6,30,55,9,0,15,7,3,0,4,2
2012,N,548327,2,Royal Challengers Bangalore,Pune Warriors,179,7,120,4,38,54,4,0,8,14,4,1,3,0
2012,N,548328,1,Kings XI Punjab,Kolkata Knight Riders,121,3,120,7,39,61,9,0,9,1,2,1,5,1
2012,N,548328,2,Kolkata Knight Riders,Kings XI Punjab,122,5,99,2,36,33,10,1,12,3,1,1,1,0
2012,N,548329,1,Deccan Chargers,Delhi Capitals,185,2,120,4,42,43,4,0,23,7,1,0,3,1
2012,N,548329,2,Delhi Capitals,Deccan Chargers,177,16,100,1,33,29,12,0,11,12,4,0,1,0
2012,N,548330,1,Chennai Super Kings,Pune Warriors,162,2,120,5,41,46,11,1,15,5,1,0,5,0
2012,N,548330,2,Pune Warriors,Chennai Super Kings,136,15,120,7,41,45,13,1,11,2,4,1,6,0
2012,N,548331,1,Kings XI Punjab,Royal Challengers Bangalore,155,8,120,6,33,48,17,1,13,3,3,3,3,0
2012,N,548331,2,Royal Challengers Bangalore,Kings XI Punjab,158,8,117,5,40,46,9,2,16,4,8,2,3,0
2012,N,548332,1,Rajasthan Royals,Chennai Super Kings,132,14,120,4,55,36,9,0,12,5,3,0,4,0
2012,N,548332,2,Chennai Super Kings,Rajasthan Royals,145,2,120,3,32,61,12,0,12,2,1,0,2,0
2012,N,548333,1,Pune Warriors,Delhi Capitals,177,15,120,3,38,47,6,0,18,7,10,1,2,0
2012,N,548333,2,Delhi Capitals,Pune Warriors,167,5,120,7,37,55,5,0,12,9,2,1,4,1
2012,N,548334,1,Mumbai Indians,Kings XI Punjab,157,6,120,6,38,53,8,0,16,4,5,0,4,2
2012,N,548334,2,Kings XI Punjab,Mumbai Indians,158,6,117,4,35,52,11,0,15,4,4,1,3,0
2012,N,548335,1,Deccan Chargers,Kolkata Knight Riders,123,3,120,7,41,58,8,0,9,2,1,1,5,1
2012,N,548335,2,Kolkata Knight Riders,Deccan Chargers,118,9,114,5,45,44,10,0,12,1,7,3,2,0
2012,N,548336,1,Royal Challengers Bangalore,Rajasthan Royals,170,19,120,3,40,40,8,3,16,6,5,1,2,0
2012,N,548336,2,Rajasthan Royals,Royal Challengers Bangalore,133,10,120,7,46,42,10,0,15,1,4,0,6,0
2012,N,548337,1,Pune Warriors,Delhi Capitals,141,5,120,2,40,53,9,0,13,3,0,1,1,0
2012,N,548337,2,Delhi Capitals,Pune Warriors,141,7,96,2,25,45,5,0,14,5,2,0,1,1
2012,N,548339,1,Kings XI Punjab,Mumbai Indians,158,10,120,3,43,48,10,0,12,7,6,0,3,0
2012,N,548339,2,Mumbai Indians,Kings XI Punjab,162,9,119,6,34,51,11,0,13,6,4,0,6,0
2012,N,548341,1,Deccan Chargers,Pune Warriors,166,11,120,4,30,61,5,1,11,8,2,1,2,1
2012,N,548341,2,Pune Warriors,Deccan Chargers,150,9,120,7,44,52,4,0,9,8,6,2,4,1
2012,N,548342,1,Delhi Capitals,Mumbai Indians,198,9,120,5,39,41,6,1,22,9,5,2,3,0
2012,N,548342,2,Mumbai Indians,Delhi Capitals,166,4,120,9,40,52,5,0,17,6,4,3,5,1
2012,N,548343,1,Kings XI Punjab,Chennai Super Kings,151,5,120,8,43,47,12,0,14,4,5,1,4,2
2012,N,548343,2,Chennai Super Kings,Kings XI Punjab,143,6,120,8,45,45,12,0,11,5,3,1,4,1
2012,N,548344,1,Kolkata Knight Riders,Royal Challengers Bangalore,185,5,120,4,40,45,7,0,18,9,4,1,3,0
2012,N,548344,2,Royal Challengers Bangalore,Kolkata Knight Riders,138,5,120,6,54,44,2,0,12,7,3,2,4,0
2012,N,548345,1,Delhi Capitals,Rajasthan Royals,144,8,120,6,43,46,8,0,13,5,3,1,5,0
2012,N,548345,2,Rajasthan Royals,Delhi Capitals,147,4,120,3,37,57,8,0,17,1,4,1,1,1
2012,N,548346,1,Deccan Chargers,Mumbai Indians,95,5,112,10,58,33,9,0,8,2,3,0,8,0
2012,N,548346,2,Mumbai Indians,Deccan Chargers,91,10,109,5,54,37,7,2,7,1,8,1,4,0
2012,N,548347,1,Chennai Super Kings,Kolkata Knight Riders,133,6,120,5,38,51,16,2,8,2,3,0,4,1
2012,N,548347,2,Kolkata Knight Riders,Chennai Super Kings,127,13,118,5,35,59,8,0,10,2,9,1,4,0
2012,N,548348,1,Deccan Chargers,Pune Warriors,175,11,120,4,30,49,13,0,16,5,1,3,1,0
2012,N,548348,2,Pune Warriors,Deccan Chargers,167,6,120,5,40,46,13,0,15,5,5,0,4,1
2012,N,548349,1,Rajasthan Royals,Delhi Capitals,136,5,120,6,41,54,6,0,16,1,3,2,4,0
2012,N,548349,2,Delhi Capitals,Rajasthan Royals,135,9,92,4,30,29,8,0,18,3,1,1,3,0
2012,N,548350,1,Royal Challengers Bangalore,Kings XI Punjab,152,6,120,5,44,52,4,0,11,8,4,2,3,0
2012,N,548350,2,Kings XI Punjab,Royal Challengers Bangalore,159,4,119,6,41,45,11,0,14,6,1,2,1,3
2012,N,548351,1,Mumbai Indians,Pune Warriors,109,11,120,9,50,51,3,0,10,2,3,1,4,4
2012,N,548351,2,Pune Warriors,Mumbai Indians,113,6,120,6,55,45,7,0,12,1,6,4,2,0
2012,N,548352,1,Chennai Super Kings,Deccan Chargers,152,8,120,6,36,46,18,3,9,4,3,2,4,0
2012,N,548352,2,Deccan Chargers,Chennai Super Kings,146,4,120,5,37,58,4,2,14,3,2,1,1,2
2012,N,548353,1,Kolkata Knight Riders,Pune Warriors,131,19,120,5,43,51,10,0,9,4,9,2,3,0
2012,N,548353,2,Pune Warriors,Kolkata Knight Riders,133,10,120,8,43,57,4,0,11,4,6,2,5,1
2012,N,548354,1,Rajasthan Royals,Kings XI Punjab,171,6,120,6,42,42,9,1,18,6,4,0,6,0
2012,N,548354,2,Kings XI Punjab,Rajasthan Royals,122,12,120,8,53,40,6,0,13,3,7,3,3,0
2012,N,548355,1,Chennai Super Kings,Mumbai Indians,164,9,120,8,42,43,9,1,13,8,5,3,4,1
2012,N,548355,2,Mumbai Indians,Chennai Super Kings,171,3,120,8,42,47,5,0,21,5,3,4,3,1
2012,N,548356,1,Deccan Chargers,Royal Challengers Bangalore,175,6,120,2,39,47,7,0,15,9,3,0,0,1
2012,N,548356,2,Royal Challengers Bangalore,Deccan Chargers,179,6,113,5,37,40,7,1,17,9,4,3,2,0
2012,N,548357,1,Delhi Capitals,Kolkata Knight Riders,139,14,120,9,45,49,7,0,13,4,3,2,3,3
2012,N,548357,2,Kolkata Knight Riders,Delhi Capitals,138,16,112,4,35,41,12,2,14,1,7,1,3,0
2012,N,548358,1,Pune Warriors,Rajasthan Royals,115,10,120,6,38,56,11,0,5,2,3,3,2,1
2012,N,548358,2,Rajasthan Royals,Pune Warriors,126,0,98,3,35,42,4,0,13,4,0,0,3,0
2012,N,548359,1,Kings XI Punjab,Deccan Chargers,163,7,120,5,41,45,10,0,17,5,3,3,1,1
2012,N,548359,2,Deccan Chargers,Kings XI Punjab,133,12,120,8,44,53,5,2,10,4,3,1,5,1
2012,N,548360,1,Mumbai Indians,Royal Challengers Bangalore,134,7,120,6,48,42,13,0,12,3,2,1,4,0
2012,N,548360,2,Royal Challengers Bangalore,Mumbai Indians,137,5,108,1,41,45,4,0,9,7,3,1,0,0
2012,N,548361,1,Rajasthan Royals,Chennai Super Kings,114,12,120,6,54,44,5,0,12,2,6,2,4,0
2012,N,548361,2,Chennai Super Kings,Rajasthan Royals,114,13,109,6,56,34,3,0,11,5,8,1,4,1
2012,N,548362,1,Royal Challengers Bangalore,Pune Warriors,164,9,120,3,44,45,6,0,13,9,5,0,2,1
2012,N,548362,2,Pune Warriors,Royal Challengers Bangalore,134,4,120,9,45,47,8,1,14,2,1,5,2,0
2012,N,548363,1,Mumbai Indians,Kolkata Knight Riders,177,5,120,1,39,47,6,0,19,7,3,0,0,0
2012,N,548363,2,Kolkata Knight Riders,Mumbai Indians,151,4,120,4,35,60,5,0,14,4,2,2,2,0
2012,N,548364,1,Delhi Capitals,Chennai Super Kings,107,7,120,5,48,54,8,1,4,3,5,1,4,0
2012,N,548364,2,Chennai Super Kings,Delhi Capitals,114,1,92,1,42,26,7,2,11,4,1,0,1,0
2012,N,548365,1,Rajasthan Royals,Pune Warriors,167,3,120,4,42,43,11,2,18,4,2,2,2,0
2012,N,548365,2,Pune Warriors,Rajasthan Royals,121,4,120,9,43,55,7,1,12,0,2,2,4,0
2012,N,548366,1,Deccan Chargers,Kings XI Punjab,181,9,120,4,29,55,11,1,14,6,3,0,4,0
2012,N,548366,2,Kings XI Punjab,Deccan Chargers,186,8,120,6,38,41,10,1,20,7,2,0,5,0
2012,N,548367,1,Royal Challengers Bangalore,Mumbai Indians,157,14,120,6,48,43,7,1,11,8,11,2,1,2
2012,N,548367,2,Mumbai Indians,Royal Challengers Bangalore,162,11,118,5,42,42,7,0,16,7,7,0,3,1
2012,N,548368,1,Kolkata Knight Riders,Chennai Super Kings,155,3,120,6,39,57,2,0,13,7,1,1,4,1
2012,N,548368,2,Chennai Super Kings,Kolkata Knight Riders,155,5,120,5,44,49,6,0,13,7,1,2,2,1
2012,N,548369,1,Kings XI Punjab,Delhi Capitals,132,4,120,8,53,39,4,1,19,1,1,0,5,2
2012,N,548369,2,Delhi Capitals,Kings XI Punjab,138,2,114,5,47,42,3,0,18,3,1,1,4,0
2012,N,548370,1,Kolkata Knight Riders,Mumbai Indians,126,14,120,7,47,49,5,0,12,3,8,4,2,1
2012,N,548370,2,Mumbai Indians,Kolkata Knight Riders,104,4,115,10,59,37,4,0,9,3,2,3,6,0
2012,N,548371,1,Chennai Super Kings,Kings XI Punjab,116,4,120,7,63,34,5,0,9,6,1,0,7,0
2012,N,548371,2,Kings XI Punjab,Chennai Super Kings,118,5,99,4,46,26,4,0,18,2,2,1,3,0
2012,N,548372,1,Royal Challengers Bangalore,Delhi Capitals,211,4,120,1,39,45,5,0,18,13,4,0,1,0
2012,N,548372,2,Delhi Capitals,Royal Challengers Bangalore,187,7,120,9,34,52,5,0,18,8,4,0,9,0
2012,N,548373,1,Rajasthan Royals,Deccan Chargers,119,7,120,8,47,50,8,0,10,2,4,3,3,1
2012,N,548373,2,Deccan Chargers,Rajasthan Royals,119,9,112,5,48,40,9,1,10,3,7,0,4,0
2012,N,548374,1,Kings XI Punjab,Delhi Capitals,133,8,120,8,58,37,4,0,16,4,3,2,6,0
2012,N,548374,2,Delhi Capitals,Kings XI Punjab,136,9,110,4,60,21,5,1,15,7,3,0,4,0
2012,N,548375,1,Kolkata Knight Riders,Pune Warriors,129,7,120,4,45,51,8,0,12,2,2,2,2,0
2012,N,548375,2,Pune Warriors,Kolkata Knight Riders,92,10,120,8,47,58,9,0,1,2,4,2,3,0
2012,N,548376,1,Deccan Chargers,Royal Challengers Bangalore,122,10,120,7,49,48,8,0,7,5,4,2,5,0
2012,N,548376,2,Royal Challengers Bangalore,Deccan Chargers,120,3,120,9,58,42,7,0,7,6,3,4,5,0
2012,N,548377,1,Rajasthan Royals,Mumbai Indians,148,14,120,6,50,42,9,0,13,5,12,0,3,1
2012,N,548377,2,Mumbai Indians,Rajasthan Royals,145,18,108,0,35,43,8,1,16,3,10,0,0,0
2012,N,548378,1,Kolkata Knight Riders,Delhi Capitals,158,4,120,4,40,51,6,1,14,6,2,0,3,1
2012,N,548378,2,Delhi Capitals,Kolkata Knight Riders,130,14,120,8,46,46,5,0,14,3,4,0,6,0
2012,N,548379,1,Chennai Super Kings,Mumbai Indians,182,5,120,5,43,38,8,0,23,6,3,1,4,0
2012,N,548379,2,Mumbai Indians,Chennai Super Kings,138,11,120,9,48,44,4,0,14,5,6,1,7,1
2012,N,548380,1,Chennai Super Kings,Delhi Capitals,216,6,120,5,29,49,7,1,24,9,3,0,3,1
2012,N,548380,2,Delhi Capitals,Chennai Super Kings,125,11,101,10,36,39,8,0,7,7,5,2,5,2
2012,N,548381,1,Chennai Super Kings,Kolkata Knight Riders,183,7,120,3,31,49,17,0,13,8,4,1,2,0
2012,N,548381,2,Kolkata Knight Riders,Chennai Super Kings,184,8,118,5,29,54,10,0,18,6,6,1,4,0
2013,N,597998,1,Delhi Capitals,Kolkata Knight Riders,123,5,120,10,53,43,7,0,15,1,4,2,6,1
2013,N,597998,2,Kolkata Knight Riders,Delhi Capitals,123,6,112,4,45,43,6,0,14,2,3,1,3,0
2013,N,597999,1,Royal Challengers Bangalore,Mumbai Indians,140,16,120,5,60,30,1,0,18,6,5,3,2,0
2013,N,597999,2,Mumbai Indians,Royal Challengers Bangalore,146,8,120,5,39,50,11,0,10,5,2,2,1,1
2013,N,598000,1,Sunrisers Hyderabad,Pune Warriors,123,3,120,6,46,51,9,0,12,1,2,3,3,0
2013,N,598000,2,Pune Warriors,Sunrisers Hyderabad,102,2,113,10,54,38,11,2,6,2,2,3,5,1
2013,N,598001,1,Rajasthan Royals,Delhi Capitals,156,9,120,7,37,52,9,0,14,5,2,2,4,0
2013,N,598001,2,Delhi Capitals,Rajasthan Royals,149,11,120,6,36,50,12,0,13,3,6,3,2,1
2013,N,598002,1,Mumbai Indians,Chennai Super Kings,139,9,120,6,49,46,4,1,10,7,6,2,4,0
2013,N,598002,2,Chennai Super Kings,Mumbai Indians,132,7,120,9,54,38,10,2,11,4,6,5,4,0
2013,N,598003,1,Pune Warriors,Kings XI Punjab,96,3,120,9,61,42,4,0,10,1,1,4,3,2
2013,N,598003,2,Kings XI Punjab,Pune Warriors,97,3,74,2,29,25,5,0,14,1,3,1,1,0
2013,Y,598004,1,Royal Challengers Bangalore,Sunrisers Hyderabad,122,8,120,8,50,45,11,0,11,1,3,2,5,0
2013,Y,598004,2,Sunrisers Hyderabad,Royal Challengers Bangalore,114,16,120,7,37,60,10,0,7,1,5,1,5,1
2013,N,598005,1,Rajasthan Royals,Kolkata Knight Riders,135,9,120,6,47,40,7,0,17,2,2,2,2,1
2013,N,598005,2,Kolkata Knight Riders,Rajasthan Royals,114,11,114,10,55,34,9,2,8,4,6,3,7,0
2013,N,598006,1,Mumbai Indians,Delhi Capitals,199,10,120,5,35,46,4,0,21,10,4,0,3,1
2013,N,598006,2,Delhi Capitals,Mumbai Indians,155,10,120,9,40,51,7,0,15,5,4,0,6,1
2013,N,598007,1,Kings XI Punjab,Chennai Super Kings,130,8,119,10,45,42,11,0,15,1,2,0,9,1
2013,N,598007,2,Chennai Super Kings,Kings XI Punjab,136,3,104,0,34,42,10,0,14,3,2,0,0,0
2013,N,598008,1,Kolkata Knight Riders,Royal Challengers Bangalore,148,6,120,8,43,45,9,0,17,2,3,1,5,1
2013,N,598008,2,Royal Challengers Bangalore,Kolkata Knight Riders,148,10,105,2,53,29,1,0,11,11,9,0,2,0
2013,N,598009,1,Rajasthan Royals,Pune Warriors,138,7,120,5,41,52,6,0,17,1,3,1,4,0
2013,N,598009,2,Pune Warriors,Rajasthan Royals,142,6,112,3,47,40,5,0,10,8,4,1,2,0
2013,N,598010,1,Delhi Capitals,Sunrisers Hyderabad,107,7,120,8,54,49,6,0,6,3,5,1,7,0
2013,N,598010,2,Sunrisers Hyderabad,Delhi Capitals,112,3,116,7,56,37,7,1,13,1,2,1,3,1
2013,N,598011,1,Mumbai Indians,Pune Warriors,180,3,120,3,41,46,9,0,17,7,3,1,2,0
2013,N,598011,2,Pune Warriors,Mumbai Indians,137,5,120,8,49,45,9,0,11,5,4,2,5,1
2013,N,598012,1,Royal Challengers Bangalore,Chennai Super Kings,157,8,120,6,42,42,16,2,13,4,7,0,5,0
2013,N,598012,2,Chennai Super Kings,Royal Challengers Bangalore,158,8,119,6,39,44,18,0,13,4,7,1,5,0
2013,N,598013,1,Kolkata Knight Riders,Sunrisers Hyderabad,172,8,120,4,39,43,7,1,22,4,4,1,1,2
2013,N,598013,2,Sunrisers Hyderabad,Kolkata Knight Riders,120,12,120,7,35,63,4,1,7,3,3,3,4,0
2013,N,598014,1,Kings XI Punjab,Rajasthan Royals,114,10,113,10,52,39,7,0,12,2,3,1,7,2
2013,N,598014,2,Rajasthan Royals,Kings XI Punjab,117,9,116,4,53,37,6,0,17,0,3,1,3,0
2013,N,598015,1,Pune Warriors,Chennai Super Kings,151,8,120,5,41,47,5,0,16,5,2,1,3,0
2013,N,598015,2,Chennai Super Kings,Pune Warriors,133,2,120,8,44,52,10,1,10,3,2,1,7,0
2013,N,598016,1,Kings XI Punjab,Kolkata Knight Riders,151,6,120,9,39,49,10,0,16,3,3,4,3,0
2013,N,598016,2,Kolkata Knight Riders,Kings XI Punjab,141,12,120,9,46,43,9,0,17,2,5,3,5,1
2013,Y,598017,1,Delhi Capitals,Royal Challengers Bangalore,147,5,120,5,46,43,10,1,17,2,4,0,3,1
2013,Y,598017,2,Royal Challengers Bangalore,Delhi Capitals,148,4,120,7,46,41,13,1,12,5,2,0,4,2
2013,N,598018,1,Sunrisers Hyderabad,Pune Warriors,114,5,120,8,50,52,7,0,9,2,5,3,4,1
2013,N,598018,2,Pune Warriors,Sunrisers Hyderabad,108,0,114,10,54,39,8,1,11,1,0,4,6,0
2013,N,598019,1,Rajasthan Royals,Mumbai Indians,164,15,120,3,38,47,9,0,17,5,8,0,2,1
2013,N,598019,2,Mumbai Indians,Rajasthan Royals,85,7,110,10,53,39,7,0,8,0,3,4,4,1
2013,N,598020,1,Chennai Super Kings,Delhi Capitals,160,9,120,4,38,46,10,0,19,3,5,1,2,1
2013,N,598020,2,Delhi Capitals,Chennai Super Kings,79,4,105,10,53,39,7,0,5,1,4,4,5,1
2013,N,598021,1,Kings XI Punjab,Sunrisers Hyderabad,116,7,120,9,55,44,6,0,9,4,2,1,6,2
2013,N,598021,2,Sunrisers Hyderabad,Kings XI Punjab,121,6,113,5,44,47,5,2,10,3,1,3,2,0
2013,N,598022,1,Kolkata Knight Riders,Chennai Super Kings,115,4,120,9,57,41,5,0,10,4,1,2,4,2
2013,N,598022,2,Chennai Super Kings,Kolkata Knight Riders,118,6,115,6,44,49,3,1,9,4,1,2,3,1
2013,N,598023,1,Rajasthan Royals,Royal Challengers Bangalore,117,0,118,10,59,37,6,0,14,2,0,2,8,0
2013,N,598023,2,Royal Challengers Bangalore,Rajasthan Royals,107,16,107,3,48,39,4,0,12,2,7,1,2,0
2013,N,598024,1,Mumbai Indians,Delhi Capitals,158,3,120,4,41,52,7,0,11,8,2,0,3,1
2013,N,598024,2,Delhi Capitals,Mumbai Indians,161,4,102,1,26,47,4,0,22,3,4,1,0,0
2013,N,598025,1,Pune Warriors,Kings XI Punjab,177,8,120,4,41,37,12,0,20,6,4,0,4,0
2013,N,598025,2,Kings XI Punjab,Pune Warriors,183,3,119,3,28,49,17,2,16,5,1,2,1,0
2013,N,598026,1,Rajasthan Royals,Chennai Super Kings,175,10,120,4,30,52,15,1,12,7,7,1,2,0
2013,N,598026,2,Chennai Super Kings,Rajasthan Royals,179,7,119,5,21,61,11,0,18,4,2,2,1,1
2013,N,598027,1,Royal Challengers Bangalore,Pune Warriors,252,11,120,5,37,37,2,0,20,21,8,0,4,1
2013,N,598027,2,Pune Warriors,Royal Challengers Bangalore,129,4,120,9,55,41,5,0,15,3,3,2,6,0
2013,N,598028,1,Kings XI Punjab,Delhi Capitals,162,9,120,4,46,40,4,0,18,7,3,0,3,0
2013,N,598028,2,Delhi Capitals,Kings XI Punjab,151,13,120,7,51,37,6,0,15,7,1,2,5,0
2013,N,598029,1,Kolkata Knight Riders,Mumbai Indians,153,6,120,6,45,41,7,3,16,4,2,2,4,0
2013,N,598029,2,Mumbai Indians,Kolkata Knight Riders,158,4,119,5,38,55,7,1,8,9,0,2,2,0
2013,N,598030,1,Sunrisers Hyderabad,Chennai Super Kings,151,8,120,6,48,40,8,1,17,4,3,0,4,1
2013,N,598030,2,Chennai Super Kings,Sunrisers Hyderabad,154,6,118,5,49,37,9,1,15,6,5,0,4,0
2013,N,598031,1,Kings XI Punjab,Kolkata Knight Riders,144,5,120,6,43,46,7,0,15,4,0,1,4,1
2013,N,598031,2,Kolkata Knight Riders,Kings XI Punjab,138,12,110,4,48,36,2,0,14,7,3,1,3,0
